TechID,SizingID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,normunit,numunits,measarea,kwh_tot,kwh_ltg,kwh_task,kwh_equip,kwh_htg,kwh_clg,kwh_twr,kwh_aux,kwh_vent,kwh_venthtg,kwh_ventclg,kwh_refg,kwh_hpsup,kwh_shw,kwh_ext,thm_tot,thm_equip,thm_htg,thm_shw,deskw_ltg,deskw_equ,lastmod
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ01,cDXGF,0,Area-ft2-BA,100002.1,100002.1,339794.27999999997,139099.3,0,145958.35,0.0,5934.77,0,0,48000.23,0,0,0,0,0,0,9528.56757679181,0.0,9528.56757679181,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ02,cDXGF,0,Area-ft2-BA,100002.1,100002.1,428661.48,139099.3,0,145958.35,0.0,81396.81,0,0,61658.46,0,0,0,0,0,0,5892.198293515358,0.0,5892.198293515358,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ03,cDXGF,0,Area-ft2-BA,100002.1,100002.1,395397.24999999994,139099.3,0,145958.35,0.0,47962.34,0,0,62017.29,0,0,0,0,0,0,3899.7187713310577,0.0,3899.7187713310577,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ04,cDXGF,0,Area-ft2-BA,100002.1,100002.1,449610.00999999995,139099.3,0,145958.35,0.0,96582.19,0,0,67495.23,0,0,0,0,0,0,4524.495904436861,0.0,4524.495904436861,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ05,cDXGF,0,Area-ft2-BA,100002.1,100002.1,406713.54000000004,139099.3,0,145958.35,0.0,56447.24,0,0,64872.95,0,0,0,0,0,0,3967.2720136518774,0.0,3967.2720136518774,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ06,cDXGF,0,Area-ft2-BA,100002.1,100002.1,462824.46,139099.3,0,145958.35,0.0,99332.7,0,0,78039.91,0,0,0,0,0,0,2256.3457337883956,0.0,2256.3457337883956,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ07,cDXGF,0,Area-ft2-BA,100002.1,100002.1,467233.17,139099.3,0,145958.35,0.0,105152.83,0,0,76595.89,0,0,0,0,0,0,2138.2191126279863,0.0,2138.2191126279863,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ08,cDXGF,0,Area-ft2-BA,100002.1,100002.1,489998.36,139099.3,0,145958.35,0.0,129064.01,0,0,75335.46,0,0,0,0,0,0,3226.958361774744,0.0,3226.958361774744,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ09,cDXGF,0,Area-ft2-BA,100002.1,100002.1,510052.19000000006,139099.3,0,145958.35,0.0,144817.94,0,0,79595.32,0,0,0,0,0,0,3318.4863481228667,0.0,3318.4863481228667,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ10,cDXGF,0,Area-ft2-BA,100002.1,100002.1,562412.43,139099.3,0,145958.35,0.0,196268.57,0,0,80373.54,0,0,0,0,0,0,5304.869624573378,0.0,5304.869624573378,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ11,cDXGF,0,Area-ft2-BA,100002.1,100002.1,573953.02,139099.3,0,145958.35,0.0,213472.95,0,0,74459.27,0,0,0,0,0,0,9330.95119453925,0.0,9330.95119453925,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ12,cDXGF,0,Area-ft2-BA,100002.1,100002.1,530423.47,139099.3,0,145958.35,0.0,173473.78,0,0,71150.82,0,0,0,0,0,0,7302.298293515358,0.0,7302.298293515358,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ13,cDXGF,0,Area-ft2-BA,100002.1,100002.1,601098.35,139099.3,0,145958.35,0.0,234039.15,0,0,81111.66,0,0,0,0,0,0,8417.276791808874,0.0,8417.276791808874,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ14,cDXGF,0,Area-ft2-BA,100002.1,100002.1,673198.8899999999,139099.3,0,145958.35,0.0,298685.49,0,0,88451.01,0,0,0,0,0,0,9593.725255972697,0.0,9593.725255972697,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ15,cDXGF,0,Area-ft2-BA,100002.1,100002.1,784151.53,139099.3,0,145958.35,0.0,394815.65,0,0,103625.99,0,0,0,0,0,0,5397.066211604096,0.0,5397.066211604096,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Asm,1975,CZ16,cDXGF,0,Area-ft2-BA,100002.1,100002.1,559752.62,139099.3,0,145958.35,0.0,192582.58,0,0,80842.0,0,0,0,0,0,0,13284.827303754266,0.0,13284.827303754266,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ01,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1650199.9000000001,340017.04,0,936314.72,0.0,116978.59,0,0,225194.81,0,0,0,0,0,0,14798.875085324233,2342.2389078498295,12456.636177474402,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ02,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2049487.35,340017.04,0,936314.72,0.0,469036.5,0,0,258044.76,0,0,0,0,0,0,9433.186689419796,2342.2389078498295,7090.947781569966,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ03,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1949600.5299999998,340017.04,0,936314.72,0.0,371942.6,0,0,258367.23,0,0,0,0,0,0,6948.539249146758,2342.2389078498295,4606.300341296928,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ04,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2131873.75,340017.04,0,936314.72,0.0,535509.8,0,0,272453.5,0,0,0,0,0,0,6669.806825938567,2342.2389078498295,4327.567918088737,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ05,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1988508.9100000001,340017.04,0,936314.72,0.0,404198.84,0,0,269323.55,0,0,0,0,0,0,6874.41023890785,2342.2389078498295,4532.17133105802,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ06,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2238474.02,340017.04,0,936314.72,0.0,613845.46,0,0,306281.38,0,0,0,0,0,0,3454.574744027304,2342.2389078498295,1112.3358361774742,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ07,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2254235.79,340017.04,0,936314.72,0.0,640461.29,0,0,293448.22,0,0,0,0,0,0,3323.297610921502,2342.2389078498295,981.0587030716723,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ08,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2322634.35,340017.04,0,936314.72,0.0,709992.26,0,0,287688.42,0,0,0,0,0,0,3842.2989761092153,2342.2389078498295,1500.0600682593856,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ09,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2391080.93,340017.04,0,936314.72,0.0,766321.49,0,0,299808.71,0,0,0,0,0,0,3594.458703071673,2342.2389078498295,1252.219795221843,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ10,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2536715.5500000003,340017.04,0,936314.72,0.0,894809.65,0,0,309699.73,0,0,0,0,0,0,5653.011945392492,2342.2389078498295,3310.7730375426618,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ11,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2524729.6400000006,340017.04,0,936314.72,0.0,887473.42,0,0,304770.26,0,0,0,0,0,0,10159.172696245734,2342.2389078498295,7816.933788395904,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ12,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2404129.12,340017.04,0,936314.72,0.0,783251.35,0,0,289834.95,0,0,0,0,0,0,8604.827986348122,2342.2389078498295,6262.589078498293,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ13,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2650234.5300000003,340017.04,0,936314.72,0.0,995775.05,0,0,319693.22,0,0,0,0,0,0,7728.464163822526,2342.2389078498295,5386.225255972696,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ14,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2874725.0199999996,340017.04,0,936314.72,0.0,1178374.0,0,0,360358.15,0,0,0,0,0,0,6190.801023890785,2342.2389078498295,3848.5621160409555,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ15,cDXGF,0,Area-ft2-BA,299999.6,299999.6,3237312.3000000003,340017.04,0,936314.72,0.0,1545372.8,0,0,351872.18,0,0,0,0,0,0,3749.1897610921505,2342.2389078498295,1406.9508532423208,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,ECC,1975,CZ16,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2464198.61,340017.04,0,936314.72,0.0,791386.91,0,0,347558.83,0,0,0,0,0,0,13483.909897610924,2342.2389078498295,11141.670989761093,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ01,cDXGF,0,Area-ft2-BA,50000.14,50000.14,221028.04,60650.73,0,82070.96,0.0,7939.95,0,0,70366.4,0,0,0,0,0,0,3445.735836177474,1456.4003412969282,1989.335494880546,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ02,cDXGF,0,Area-ft2-BA,50000.14,50000.14,236362.55000000002,60650.73,0,82070.96,0.0,27583.08,0,0,66057.78,0,0,0,0,0,0,2546.7662116040956,1456.4003412969282,1090.3658703071671,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ03,cDXGF,0,Area-ft2-BA,50000.14,50000.14,228229.36000000002,60650.73,0,82070.96,0.0,19994.42,0,0,65513.25,0,0,0,0,0,0,2109.654266211604,1456.4003412969282,653.2539249146757,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ04,cDXGF,0,Area-ft2-BA,50000.14,50000.14,239195.87000000002,60650.73,0,82070.96,0.0,32574.65,0,0,63899.53,0,0,0,0,0,0,2035.8320819112625,1456.4003412969282,579.4317406143344,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ05,cDXGF,0,Area-ft2-BA,50000.14,50000.14,229109.96000000002,60650.73,0,82070.96,0.0,23252.92,0,0,63135.35,0,0,0,0,0,0,2051.883276450512,1456.4003412969282,595.4829351535836,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ06,cDXGF,0,Area-ft2-BA,50000.14,50000.14,236384.08000000002,60650.73,0,82070.96,0.0,35363.67,0,0,58298.72,0,0,0,0,0,0,1581.8600682593856,1456.4003412969282,125.45972696245732,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ07,cDXGF,0,Area-ft2-BA,50000.14,50000.14,235694.13,60650.73,0,82070.96,0.0,36162.92,0,0,56809.52,0,0,0,0,0,0,1580.1924914675767,1456.4003412969282,123.79215017064847,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ08,cDXGF,0,Area-ft2-BA,50000.14,50000.14,243104.5,60650.73,0,82070.96,0.0,42024.48,0,0,58358.33,0,0,0,0,0,0,1641.931399317406,1456.4003412969282,185.53105802047781,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ09,cDXGF,0,Area-ft2-BA,50000.14,50000.14,250915.88,60650.73,0,82070.96,0.0,47474.91,0,0,60719.28,0,0,0,0,0,0,1594.4269624573378,1456.4003412969282,138.02662116040955,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ10,cDXGF,0,Area-ft2-BA,50000.14,50000.14,265318.17000000004,60650.73,0,82070.96,0.0,60207.68,0,0,62388.8,0,0,0,0,0,0,1877.3163822525596,1456.4003412969282,420.9160409556314,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ11,cDXGF,0,Area-ft2-BA,50000.14,50000.14,279666.10000000003,60650.73,0,82070.96,0.0,65044.65,0,0,71899.76,0,0,0,0,0,0,2547.8382252559727,1456.4003412969282,1091.4378839590445,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ12,cDXGF,0,Area-ft2-BA,50000.14,50000.14,262556.86,60650.73,0,82070.96,0.0,53671.45,0,0,66163.72,0,0,0,0,0,0,2414.2645051194536,1456.4003412969282,957.8641638225255,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ13,cDXGF,0,Area-ft2-BA,50000.14,50000.14,284402.06000000006,60650.73,0,82070.96,0.0,72883.05,0,0,68797.32,0,0,0,0,0,0,2192.8034129692833,1456.4003412969282,736.4030716723549,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ14,cDXGF,0,Area-ft2-BA,50000.14,50000.14,306894.15,60650.73,0,82070.96,0.0,92186.13,0,0,71986.33,0,0,0,0,0,0,1867.9395904436858,1456.4003412969282,411.5392491467577,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ15,cDXGF,0,Area-ft2-BA,50000.14,50000.14,339250.69,60650.73,0,82070.96,0.0,128412.93,0,0,68116.07,0,0,0,0,0,0,1604.2675767918088,1456.4003412969282,147.86723549488056,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,EPr,1975,CZ16,cDXGF,0,Area-ft2-BA,50000.14,50000.14,280725.21,60650.73,0,82070.96,0.0,57701.87,0,0,80301.65,0,0,0,0,0,0,2879.713310580205,1456.4003412969282,1423.3129692832765,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ01,cDXGF,0,Area-ft2-BA,139998.9,139998.9,346945.92,125722.95,0,179632.92,0.0,18012.25,0,0,23041.86,0,0,0,0,0,0,4193.118771331058,886.9931740614335,3306.1255972696244,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ02,cDXGF,0,Area-ft2-BA,139998.9,139998.9,409351.82,125722.95,0,179632.92,0.0,68837.56,0,0,34693.83,0,0,0,0,0,0,3027.1798634812285,886.9931740614335,2140.186689419795,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ03,cDXGF,0,Area-ft2-BA,139998.9,139998.9,394093.48000000004,125722.95,0,179632.92,0.0,53548.92,0,0,34837.31,0,0,0,0,0,0,2103.1488054607507,886.9931740614335,1216.1556313993174,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ04,cDXGF,0,Area-ft2-BA,139998.9,139998.9,429336.25,125722.95,0,179632.92,0.0,84250.3,0,0,39315.48,0,0,0,0,0,0,2100.271672354949,886.9931740614335,1213.2784982935152,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ05,cDXGF,0,Area-ft2-BA,139998.9,139998.9,403934.4,125722.95,0,179632.92,0.0,61124.92,0,0,37135.01,0,0,0,0,0,0,2187.482252559727,886.9931740614335,1300.4890784982936,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ06,cDXGF,0,Area-ft2-BA,139998.9,139998.9,450349.99000000005,125722.95,0,179632.92,0.0,96984.65,0,0,47691.88,0,0,0,0,0,0,1153.8849829351536,886.9931740614335,266.89180887372015,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ07,cDXGF,0,Area-ft2-BA,139998.9,139998.9,452389.9,125722.95,0,179632.92,0.0,99489.87,0,0,47273.8,0,0,0,0,0,0,1158.8737201365188,886.9931740614335,271.8805460750853,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ08,cDXGF,0,Area-ft2-BA,139998.9,139998.9,467316.57,125722.95,0,179632.92,0.0,114540.12,0,0,47062.16,0,0,0,0,0,0,1421.3965870307165,886.9931740614335,534.4034129692833,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ09,cDXGF,0,Area-ft2-BA,139998.9,139998.9,483199.56000000006,125722.95,0,179632.92,0.0,127447.15,0,0,50004.65,0,0,0,0,0,0,1263.7324232081912,886.9931740614335,376.73924914675763,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ10,cDXGF,0,Area-ft2-BA,139998.9,139998.9,509943.4000000001,125722.95,0,179632.92,0.0,154226.01,0,0,49894.89,0,0,0,0,0,0,1897.3402730375426,886.9931740614335,1010.3470989761091,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ11,cDXGF,0,Area-ft2-BA,139998.9,139998.9,512321.77,125722.95,0,179632.92,0.0,159777.22,0,0,46482.76,0,0,0,0,0,0,3713.3675767918094,886.9931740614335,2826.3744027303756,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ12,cDXGF,0,Area-ft2-BA,139998.9,139998.9,483264.57,125722.95,0,179632.92,0.0,133287.03,0,0,44033.74,0,0,0,0,0,0,3587.1952218430038,886.9931740614335,2700.20204778157,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ13,cDXGF,0,Area-ft2-BA,139998.9,139998.9,537651.6100000001,125722.95,0,179632.92,0.0,180606.98,0,0,51018.99,0,0,0,0,0,0,3383.698976109215,886.9931740614335,2496.705802047781,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ14,cDXGF,0,Area-ft2-BA,139998.9,139998.9,581672.46,125722.95,0,179632.92,0.0,219264.84,0,0,56433.77,0,0,0,0,0,0,2818.0218430034133,886.9931740614335,1931.0286689419795,0.0,1,1,2024-02-07 21:46:14.214415
PreNRes-SplitAC-1Sp-S13.0,None,Htl,1975,CZ15,cDXGF,0,Area-ft2-BA,139998.9,139998.9,670597.9400000001,125722.95,0,179632.92,0.0,299984.15,0,0,64740.02,0,0,0,0,0,0,1907.4037542662115,886.9931740614335,1020.4105802047781,0.0,1,1,2024-02-07 21:46:14.214415
