TechID,SizingID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,normunit,numunits,measarea,kwh_tot,kwh_ltg,kwh_task,kwh_equip,kwh_htg,kwh_clg,kwh_twr,kwh_aux,kwh_vent,kwh_venthtg,kwh_ventclg,kwh_refg,kwh_hpsup,kwh_shw,kwh_ext,thm_tot,thm_equip,thm_htg,thm_shw,deskw_ltg,deskw_equ,lastmod
StdNRes-SplitAC-1Sp-S14.0,None,Htl,1975,CZ16,cDXGF,0,Area-ft2-BA,139998.9,139998.9,481134.88000000006,125722.95,0,179632.92,0.0,125478.84,0,0,49531.27,0,0,0,0,0,0,5115.162116040956,886.9931740614335,4228.168941979522,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ01,cDXGF,0,Area-ft2-BA,100002.1,100002.1,338401.35,139099.3,0,145958.35,0.0,4541.84,0,0,48000.23,0,0,0,0,0,0,9528.56757679181,0.0,9528.56757679181,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ02,cDXGF,0,Area-ft2-BA,100002.1,100002.1,409514.83,139099.3,0,145958.35,0.0,62250.16,0,0,61658.46,0,0,0,0,0,0,5892.198293515358,0.0,5892.198293515358,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ03,cDXGF,0,Area-ft2-BA,100002.1,100002.1,384113.11999999994,139099.3,0,145958.35,0.0,36678.21,0,0,62017.29,0,0,0,0,0,0,3899.7187713310577,0.0,3899.7187713310577,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ04,cDXGF,0,Area-ft2-BA,100002.1,100002.1,426886.20999999996,139099.3,0,145958.35,0.0,73858.39,0,0,67495.23,0,0,0,0,0,0,4524.495904436861,0.0,4524.495904436861,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ05,cDXGF,0,Area-ft2-BA,100002.1,100002.1,393434.78,139099.3,0,145958.35,0.0,43168.48,0,0,64872.95,0,0,0,0,0,0,3967.2720136518774,0.0,3967.2720136518774,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ06,cDXGF,0,Area-ft2-BA,100002.1,100002.1,439452.06,139099.3,0,145958.35,0.0,75960.3,0,0,78039.91,0,0,0,0,0,0,2256.3457337883956,0.0,2256.3457337883956,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ07,cDXGF,0,Area-ft2-BA,100002.1,100002.1,442491.33,139099.3,0,145958.35,0.0,80410.99,0,0,76595.89,0,0,0,0,0,0,2138.2191126279863,0.0,2138.2191126279863,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ08,cDXGF,0,Area-ft2-BA,100002.1,100002.1,459630.42,139099.3,0,145958.35,0.0,98696.07,0,0,75335.46,0,0,0,0,0,0,3226.958361774744,0.0,3226.958361774744,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ09,cDXGF,0,Area-ft2-BA,100002.1,100002.1,475977.41000000003,139099.3,0,145958.35,0.0,110743.16,0,0,79595.32,0,0,0,0,0,0,3318.4863481228667,0.0,3318.4863481228667,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ10,cDXGF,0,Area-ft2-BA,100002.1,100002.1,516234.16,139099.3,0,145958.35,0.0,150090.3,0,0,80373.54,0,0,0,0,0,0,5304.869624573378,0.0,5304.869624573378,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ11,cDXGF,0,Area-ft2-BA,100002.1,100002.1,523729.29000000004,139099.3,0,145958.35,0.0,163249.22,0,0,74459.27,0,0,0,0,0,0,9330.95119453925,0.0,9330.95119453925,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ12,cDXGF,0,Area-ft2-BA,100002.1,100002.1,489611.12,139099.3,0,145958.35,0.0,132661.43,0,0,71150.82,0,0,0,0,0,0,7302.298293515358,0.0,7302.298293515358,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ13,cDXGF,0,Area-ft2-BA,100002.1,100002.1,546033.75,139099.3,0,145958.35,0.0,178974.55,0,0,81111.66,0,0,0,0,0,0,8417.276791808874,0.0,8417.276791808874,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ14,cDXGF,0,Area-ft2-BA,100002.1,100002.1,602924.3899999999,139099.3,0,145958.35,0.0,228410.99,0,0,88451.01,0,0,0,0,0,0,9593.725255972697,0.0,9593.725255972697,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ15,cDXGF,0,Area-ft2-BA,100002.1,100002.1,691254.6499999999,139099.3,0,145958.35,0.0,301918.77,0,0,103625.99,0,0,0,0,0,0,5397.066211604096,0.0,5397.066211604096,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Asm,1975,CZ16,cDXGF,0,Area-ft2-BA,100002.1,100002.1,514460.63,139099.3,0,145958.35,0.0,147290.59,0,0,80842.0,0,0,0,0,0,0,13284.827303754266,0.0,13284.827303754266,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ01,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1650199.9000000001,340017.04,0,936314.72,0.0,116978.59,0,0,225194.81,0,0,0,0,0,0,14798.875085324233,2342.2389078498295,12456.636177474402,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ02,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2049487.35,340017.04,0,936314.72,0.0,469036.5,0,0,258044.76,0,0,0,0,0,0,9433.186689419796,2342.2389078498295,7090.947781569966,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ03,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1949600.5299999998,340017.04,0,936314.72,0.0,371942.6,0,0,258367.23,0,0,0,0,0,0,6948.539249146758,2342.2389078498295,4606.300341296928,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ04,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2131873.75,340017.04,0,936314.72,0.0,535509.8,0,0,272453.5,0,0,0,0,0,0,6669.806825938567,2342.2389078498295,4327.567918088737,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ05,cDXGF,0,Area-ft2-BA,299999.6,299999.6,1988508.9100000001,340017.04,0,936314.72,0.0,404198.84,0,0,269323.55,0,0,0,0,0,0,6874.41023890785,2342.2389078498295,4532.17133105802,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ06,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2238474.02,340017.04,0,936314.72,0.0,613845.46,0,0,306281.38,0,0,0,0,0,0,3454.574744027304,2342.2389078498295,1112.3358361774742,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ07,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2254235.79,340017.04,0,936314.72,0.0,640461.29,0,0,293448.22,0,0,0,0,0,0,3323.297610921502,2342.2389078498295,981.0587030716723,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ08,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2322634.35,340017.04,0,936314.72,0.0,709992.26,0,0,287688.42,0,0,0,0,0,0,3842.2989761092153,2342.2389078498295,1500.0600682593856,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ09,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2391080.93,340017.04,0,936314.72,0.0,766321.49,0,0,299808.71,0,0,0,0,0,0,3594.458703071673,2342.2389078498295,1252.219795221843,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ10,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2536715.5500000003,340017.04,0,936314.72,0.0,894809.65,0,0,309699.73,0,0,0,0,0,0,5653.011945392492,2342.2389078498295,3310.7730375426618,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ11,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2524729.6400000006,340017.04,0,936314.72,0.0,887473.42,0,0,304770.26,0,0,0,0,0,0,10159.172696245734,2342.2389078498295,7816.933788395904,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ12,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2404129.12,340017.04,0,936314.72,0.0,783251.35,0,0,289834.95,0,0,0,0,0,0,8604.827986348122,2342.2389078498295,6262.589078498293,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ13,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2650234.5300000003,340017.04,0,936314.72,0.0,995775.05,0,0,319693.22,0,0,0,0,0,0,7728.464163822526,2342.2389078498295,5386.225255972696,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ14,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2874725.0199999996,340017.04,0,936314.72,0.0,1178374.0,0,0,360358.15,0,0,0,0,0,0,6190.801023890785,2342.2389078498295,3848.5621160409555,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ15,cDXGF,0,Area-ft2-BA,299999.6,299999.6,3237312.3000000003,340017.04,0,936314.72,0.0,1545372.8,0,0,351872.18,0,0,0,0,0,0,3749.1897610921505,2342.2389078498295,1406.9508532423208,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,ECC,1975,CZ16,cDXGF,0,Area-ft2-BA,299999.6,299999.6,2464198.61,340017.04,0,936314.72,0.0,791386.91,0,0,347558.83,0,0,0,0,0,0,13483.909897610924,2342.2389078498295,11141.670989761093,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ01,cDXGF,0,Area-ft2-BA,50000.14,50000.14,220874.94,60650.73,0,82070.96,0.0,7786.85,0,0,70366.4,0,0,0,0,0,0,3445.735836177474,1456.4003412969282,1989.335494880546,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ02,cDXGF,0,Area-ft2-BA,50000.14,50000.14,232305.23,60650.73,0,82070.96,0.0,23525.76,0,0,66057.78,0,0,0,0,0,0,2546.7662116040956,1456.4003412969282,1090.3658703071671,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ03,cDXGF,0,Area-ft2-BA,50000.14,50000.14,225904.67,60650.73,0,82070.96,0.0,17669.73,0,0,65513.25,0,0,0,0,0,0,2109.654266211604,1456.4003412969282,653.2539249146757,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ04,cDXGF,0,Area-ft2-BA,50000.14,50000.14,234215.16,60650.73,0,82070.96,0.0,27593.94,0,0,63899.53,0,0,0,0,0,0,2035.8320819112625,1456.4003412969282,579.4317406143344,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ05,cDXGF,0,Area-ft2-BA,50000.14,50000.14,226082.25000000003,60650.73,0,82070.96,0.0,20225.21,0,0,63135.35,0,0,0,0,0,0,2051.883276450512,1456.4003412969282,595.4829351535836,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ06,cDXGF,0,Area-ft2-BA,50000.14,50000.14,231051.75,60650.73,0,82070.96,0.0,30031.34,0,0,58298.72,0,0,0,0,0,0,1581.8600682593856,1456.4003412969282,125.45972696245732,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ07,cDXGF,0,Area-ft2-BA,50000.14,50000.14,230176.64,60650.73,0,82070.96,0.0,30645.43,0,0,56809.52,0,0,0,0,0,0,1580.1924914675767,1456.4003412969282,123.79215017064847,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ08,cDXGF,0,Area-ft2-BA,50000.14,50000.14,236279.0,60650.73,0,82070.96,0.0,35198.98,0,0,58358.33,0,0,0,0,0,0,1641.931399317406,1456.4003412969282,185.53105802047781,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ09,cDXGF,0,Area-ft2-BA,50000.14,50000.14,242970.6,60650.73,0,82070.96,0.0,39529.63,0,0,60719.28,0,0,0,0,0,0,1594.4269624573378,1456.4003412969282,138.02662116040955,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ10,cDXGF,0,Area-ft2-BA,50000.14,50000.14,254496.41000000003,60650.73,0,82070.96,0.0,49385.92,0,0,62388.8,0,0,0,0,0,0,1877.3163822525596,1456.4003412969282,420.9160409556314,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ11,cDXGF,0,Area-ft2-BA,50000.14,50000.14,267588.64,60650.73,0,82070.96,0.0,52967.19,0,0,71899.76,0,0,0,0,0,0,2547.8382252559727,1456.4003412969282,1091.4378839590445,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ12,cDXGF,0,Area-ft2-BA,50000.14,50000.14,252938.92,60650.73,0,82070.96,0.0,44053.51,0,0,66163.72,0,0,0,0,0,0,2414.2645051194536,1456.4003412969282,957.8641638225255,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ13,cDXGF,0,Area-ft2-BA,50000.14,50000.14,270725.01,60650.73,0,82070.96,0.0,59206.0,0,0,68797.32,0,0,0,0,0,0,2192.8034129692833,1456.4003412969282,736.4030716723549,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ14,cDXGF,0,Area-ft2-BA,50000.14,50000.14,289138.45,60650.73,0,82070.96,0.0,74430.43,0,0,71986.33,0,0,0,0,0,0,1867.9395904436858,1456.4003412969282,411.5392491467577,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ15,cDXGF,0,Area-ft2-BA,50000.14,50000.14,313730.14,60650.73,0,82070.96,0.0,102892.38,0,0,68116.07,0,0,0,0,0,0,1604.2675767918088,1456.4003412969282,147.86723549488056,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,EPr,1975,CZ16,cDXGF,0,Area-ft2-BA,50000.14,50000.14,270316.31,60650.73,0,82070.96,0.0,47292.97,0,0,80301.65,0,0,0,0,0,0,2879.713310580205,1456.4003412969282,1423.3129692832765,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ01,cDXGF,0,Area-ft2-BA,139998.9,139998.9,346278.68,125722.95,0,179632.92,0.0,17345.01,0,0,23041.86,0,0,0,0,0,0,4193.118771331058,886.9931740614335,3306.1255972696244,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ02,cDXGF,0,Area-ft2-BA,139998.9,139998.9,402753.37000000005,125722.95,0,179632.92,0.0,62239.11,0,0,34693.83,0,0,0,0,0,0,3027.1798634812285,886.9931740614335,2140.186689419795,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ03,cDXGF,0,Area-ft2-BA,139998.9,139998.9,389972.09,125722.95,0,179632.92,0.0,49427.53,0,0,34837.31,0,0,0,0,0,0,2103.1488054607507,886.9931740614335,1216.1556313993174,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ04,cDXGF,0,Area-ft2-BA,139998.9,139998.9,421470.08999999997,125722.95,0,179632.92,0.0,76384.14,0,0,39315.48,0,0,0,0,0,0,2100.271672354949,886.9931740614335,1213.2784982935152,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ05,cDXGF,0,Area-ft2-BA,139998.9,139998.9,398918.05,125722.95,0,179632.92,0.0,56108.57,0,0,37135.01,0,0,0,0,0,0,2187.482252559727,886.9931740614335,1300.4890784982936,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ06,cDXGF,0,Area-ft2-BA,139998.9,139998.9,441426.24000000005,125722.95,0,179632.92,0.0,88060.9,0,0,47691.88,0,0,0,0,0,0,1153.8849829351536,886.9931740614335,266.89180887372015,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ07,cDXGF,0,Area-ft2-BA,139998.9,139998.9,443112.11,125722.95,0,179632.92,0.0,90212.08,0,0,47273.8,0,0,0,0,0,0,1158.8737201365188,886.9931740614335,271.8805460750853,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ08,cDXGF,0,Area-ft2-BA,139998.9,139998.9,456158.43,125722.95,0,179632.92,0.0,103381.98,0,0,47062.16,0,0,0,0,0,0,1421.3965870307165,886.9931740614335,534.4034129692833,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ09,cDXGF,0,Area-ft2-BA,139998.9,139998.9,470911.07000000007,125722.95,0,179632.92,0.0,115158.66,0,0,50004.65,0,0,0,0,0,0,1263.7324232081912,886.9931740614335,376.73924914675763,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ10,cDXGF,0,Area-ft2-BA,139998.9,139998.9,493557.63000000006,125722.95,0,179632.92,0.0,137840.24,0,0,49894.89,0,0,0,0,0,0,1897.3402730375426,886.9931740614335,1010.3470989761091,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ11,cDXGF,0,Area-ft2-BA,139998.9,139998.9,494616.88,125722.95,0,179632.92,0.0,142072.33,0,0,46482.76,0,0,0,0,0,0,3713.3675767918094,886.9931740614335,2826.3744027303756,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ12,cDXGF,0,Area-ft2-BA,139998.9,139998.9,468514.39,125722.95,0,179632.92,0.0,118536.85,0,0,44033.74,0,0,0,0,0,0,3587.1952218430038,886.9931740614335,2700.20204778157,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ13,cDXGF,0,Area-ft2-BA,139998.9,139998.9,517706.15,125722.95,0,179632.92,0.0,160661.52,0,0,51018.99,0,0,0,0,0,0,3383.698976109215,886.9931740614335,2496.705802047781,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ14,cDXGF,0,Area-ft2-BA,139998.9,139998.9,557177.39,125722.95,0,179632.92,0.0,194769.77,0,0,56433.77,0,0,0,0,0,0,2818.0218430034133,886.9931740614335,1931.0286689419795,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ15,cDXGF,0,Area-ft2-BA,139998.9,139998.9,636947.87,125722.95,0,179632.92,0.0,266334.08,0,0,64740.02,0,0,0,0,0,0,1907.4037542662115,886.9931740614335,1020.4105802047781,0.0,1,1,2024-02-07 21:46:14.214415
MsrNRes-SplitAC-2Sp-S17.0,None,Htl,1975,CZ16,cDXGF,0,Area-ft2-BA,139998.9,139998.9,474806.31000000006,125722.95,0,179632.92,0.0,119150.27,0,0,49531.27,0,0,0,0,0,0,5115.162116040956,886.9931740614335,4228.168941979522,0.0,1,1,2024-02-07 21:46:14.214415
